Sequence,Species1,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Scientific name,RL Category
8171.0,Zosterops auriventer,Zosteropidae,Passeriformes,AVIBASE-2BB4714C,0,0,0,0,0,12.7,6.9,2.9,2.8,14.9,51.8,10.7,40.9,20.7,35.3,8.6,DataFromSplit,,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Zosterops palpebrosus,,1,1.0,Omnivore,Omnivore,Insessorial,-5.74,16.41,2.68,108.61,705487.62,Zosterops auriventer,LC
8177.0,Zosterops borbonicus,Zosteropidae,Passeriformes,AVIBASE-68B28107,4,1,0,3,4,12.5,6.4,2.6,2.5,18.5,53.9,10.0,43.9,18.6,42.8,8.2,Dunning,,NO,,,Forest,1,1.0,Omnivore,Invertivore,Insessorial,-21.37,-20.86,-21.12,55.54,2541.14,Zosterops borbonicus,LC
8179.0,Zosterops brunneus,Zosteropidae,Passeriformes,AVIBASE-5784EE2F,1,0,0,1,1,14.7,7.2,2.9,3.6,19.5,63.5,11.1,52.4,17.5,54.0,16.1,Dunning,,NO,,,Forest,2,1.0,Omnivore,Omnivore,Insessorial,3.54,3.62,3.58,8.76,63.22,Zosterops brunneus,NT
8212.0,Zosterops buruensis,Zosteropidae,Passeriformes,AVIBASE-FA5F4790,3,0,3,0,3,13.7,7.8,2.8,3.1,17.0,58.3,10.2,48.1,17.5,42.7,12.0,Dunning,,NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,-3.84,-3.05,-3.42,126.62,8245.73,Zosterops buruensis,LC
8160.0,Zosterops ceylonensis,Zosteropidae,Passeriformes,AVIBASE-20BD1814,5,2,3,0,4,14.6,7.8,2.7,3.1,16.6,54.9,8.6,45.8,15.8,44.2,12.6,Dunning,,NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,6.15,7.62,6.79,80.64,8009.59,Zosterops ceylonensis,LC
8203.0,Zosterops chloris,Zosteropidae,Passeriformes,AVIBASE-8C7912DE,784,182,251,351,2,14.0,8.0,2.7,2.8,16.9,56.2,8.7,49.5,14.9,40.1,11.5,Updated_literature,BoW,NO,,,Forest,2,1.0,Omnivore,Omnivore,Insessorial,-9.31,1.88,-5.44,120.76,93819.65,Zosterops chloris,LC
8175.0,Zosterops chloronothos,Zosteropidae,Passeriformes,AVIBASE-094FE346,4,0,1,3,4,15.0,8.0,2.7,2.6,17.6,52.4,10.6,41.8,20.3,33.2,8.1,Dunning,,NO,,,Forest,1,1.0,Omnivore,Nectarivore,Insessorial,-20.48,-20.39,-20.44,57.48,61.77,Zosterops chloronothos,CR
8229.0,Zosterops chrysolaemus,Zosteropidae,Passeriformes,AVIBASE-1FBDC9A2,0,0,0,0,0,13.1,7.2,3.1,3.2,15.2,56.1,12.9,43.2,22.9,38.6,11.1,DataFromSplit,,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Zosterops minor,Forest,1,1.0,Omnivore,Invertivore,Insessorial,-10.32,-0.36,-5.89,142.74,143898.68,Zosterops chrysolaemus,LC
8233.0,Zosterops cinereus,Zosteropidae,Passeriformes,AVIBASE-6D6F6588,1,0,1,0,0,14.3,10.0,2.8,3.1,17.1,61.0,11.4,54.2,17.4,35.0,11.2,Dunning,,YES,Beak Nares; Wing Length; Kipp's Distance; Hand-Wing Index,Zosterops finschii,Forest,2,1.0,Herbivore,Omnivore,Insessorial,5.27,5.37,5.31,162.98,102.52,Zosterops cinereus,LC
8214.0,Zosterops citrinella,Zosteropidae,Passeriformes,AVIBASE-611D5087,7,4,3,0,6,13.1,7.0,2.8,3.4,17.4,57.5,10.3,47.2,17.9,44.4,11.5,Updated_literature,Dunning (2021),NO,,,Shrubland,2,1.0,Omnivore,Omnivore,Insessorial,-16.76,-6.63,-8.93,123.51,70904.8,Zosterops citrinella,LC
8208.0,Zosterops consobrinorum,Zosteropidae,Passeriformes,AVIBASE-2C539D2C,230,59,70,101,3,14.2,7.4,2.6,2.9,15.9,55.9,7.1,43.2,14.3,40.4,10.1,Updated_literature,BoW,NO,,,Forest,2,1.0,Omnivore,Omnivore,Insessorial,-5.7,-2.08,-3.7,121.89,39992.82,Zosterops consobrinorum,LC
8251.0,Zosterops conspicillatus,Zosteropidae,Passeriformes,AVIBASE-40846AF6,4,1,2,1,3,11.7,6.9,2.5,3.0,18.6,55.0,10.4,44.9,18.8,41.5,7.9,Dunning,,NO,,,Forest,2,1.0,Herbivore,Omnivore,Insessorial,14.84,15.29,15.1,,241.05,Zosterops conspicillatus,EX
8219.0,Zosterops crookshanki,Zosteropidae,Passeriformes,AVIBASE-B1158F69,0,0,0,0,0,12.3,6.8,3.0,3.4,15.3,56.8,12.3,44.5,21.6,39.2,11.2,DataFromSplit,,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Zosterops fuscicapilla,Forest,1,1.0,Omnivore,Invertivore,Insessorial,-9.73,-9.2,-9.47,150.52,2035.46,Zosterops crookshanki,LC
8166.0,Zosterops emiliae,Zosteropidae,Passeriformes,AVIBASE-BFA09720,5,2,3,0,4,17.3,9.7,3.1,3.3,21.4,68.1,12.0,55.4,17.9,53.6,13.9,Dunning,,NO,,,Forest,1,1.0,Omnivore,Invertivore,Insessorial,-0.27,6.37,2.08,113.85,206417.3,Zosterops emiliae,LC
8164.0,Zosterops erythropleurus,Zosteropidae,Passeriformes,AVIBASE-03E6F144,5,2,3,0,4,13.7,7.4,2.7,2.9,15.2,60.8,17.9,42.8,29.5,42.0,11.0,Dunning,,NO,,,Forest,1,3.0,Carnivore,Invertivore,Insessorial,38.72,54.61,46.62,131.55,1154584.31,Zosterops erythropleurus,LC
8183.0,Zosterops eurycricotus,Zosteropidae,Passeriformes,AVIBASE-A23B8E7A,1,1,0,0,0,15.8,7.2,2.8,3.2,18.1,58.0,9.0,49.0,15.5,45.0,11.0,DataFromSplit,,YES,Beak Nares; Beak Width; Beak Depth,Zosterops poliogastrus,Forest,1,1.0,Omnivore,Invertivore,Insessorial,-4.01,-2.91,-3.4,36.92,13813.44,Zosterops eurycricotus,LC
8167.0,Zosterops everetti,Zosteropidae,Passeriformes,AVIBASE-FDD7405C,5,2,3,0,4,13.0,8.0,3.2,3.1,15.4,53.6,10.4,42.1,19.8,38.3,10.0,Dunning,,NO,,,Forest,1,1.0,Herbivore,Omnivore,Insessorial,3.82,12.58,8.65,124.53,122580.16,Zosterops everetti,LC
8224.0,Zosterops explorator,Zosteropidae,Passeriformes,AVIBASE-DFC89B28,5,2,3,0,4,14.9,8.6,2.9,3.2,18.1,60.2,12.4,48.8,20.3,39.2,10.5,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-19.17,-16.15,-17.45,178.42,16653.45,Zosterops explorator,LC
8187.0,Zosterops feae,Zosteropidae,Passeriformes,AVIBASE-0EE77B43,0,0,0,0,0,12.1,6.3,2.5,2.9,16.6,53.1,10.2,42.9,19.2,39.0,11.4,Updated_literature,BoW,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Zosterops ficedulinus,Forest,1,1.0,Omnivore,Invertivore,Insessorial,0.08,0.37,0.22,6.57,398.94,Zosterops feae,NT
8185.0,Zosterops ficedulinus,Zosteropidae,Passeriformes,AVIBASE-59C09710,4,2,1,1,4,12.1,6.3,2.5,2.9,16.6,53.1,10.2,42.9,19.2,39.0,9.4,Updated_literature,BoW,NO,,,Forest,1,1.0,Omnivore,Invertivore,Insessorial,1.54,1.62,1.58,7.38,40.89,Zosterops ficedulinus,EN
8232.0,Zosterops finschii,Zosteropidae,Passeriformes,AVIBASE-5DA925D4,4,2,2,0,4,17.0,10.0,3.3,3.4,20.6,65.6,11.4,54.2,17.4,44.0,10.6,EltonTraits_GenAvg,,NO,,,Forest,2,1.0,Herbivore,Frugivore,Insessorial,6.97,7.73,7.46,134.54,445.06,Zosterops finschii,LC
8220.0,Zosterops flavifrons,Zosteropidae,Passeriformes,AVIBASE-880E409F,6,2,3,1,4,17.6,9.5,3.0,3.6,20.3,61.9,12.2,49.2,19.9,47.2,10.7,Dunning,,NO,,,Forest,1,1.0,Herbivore,Omnivore,Insessorial,-20.25,-13.07,-16.21,167.7,12171.1,Zosterops flavifrons,LC
8191.0,Zosterops flavilateralis,Zosteropidae,Passeriformes,AVIBASE-F80D69C2,5,1,4,0,0,12.3,6.9,2.7,2.9,15.1,53.6,11.2,42.4,20.9,37.0,9.4,DataFromSplit,,YES,Beak Nares; Beak Width; Beak Depth,Zosterops abyssinicus,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,-6.14,6.19,0.79,38.87,434447.77,Zosterops flavilateralis,LC
8202.0,Zosterops flavus,Zosteropidae,Passeriformes,AVIBASE-78053B6F,4,1,0,3,4,12.3,6.7,2.6,2.8,14.4,50.6,10.2,40.4,20.2,33.8,7.0,EltonTraits_Model,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-7.02,1.81,-2.26,111.13,17721.85,Zosterops flavus,EN
8218.0,Zosterops fuscicapilla,Zosteropidae,Passeriformes,AVIBASE-042FBC63,4,2,2,0,4,12.3,6.8,3.0,3.4,15.3,56.8,12.3,44.5,21.6,39.2,11.2,Dunning,,NO,,,Forest,1,1.0,Omnivore,Invertivore,Insessorial,-6.81,-0.44,-4.15,139.03,102101.02,Zosterops fuscicapilla,LC
8222.0,Zosterops gibbsi,Zosteropidae,Passeriformes,AVIBASE-9DC224C8,2,1,1,0,2,17.5,8.9,3.3,3.4,20.0,67.0,11.8,55.2,17.5,43.5,14.9,EltonTraits_GenAvg,,NO,,,,1,1.0,Carnivore,Invertivore,Insessorial,-11.73,-11.59,-11.66,166.88,201.76,Zosterops gibbsi,LC
8241.0,Zosterops grayi,Zosteropidae,Passeriformes,AVIBASE-49B5530A,1,0,1,0,1,15.6,8.4,3.5,4.4,19.1,62.0,9.3,52.7,15.0,44.0,16.0,EltonTraits_Model,,NO,,,Forest,2,1.0,Omnivore,Omnivore,Insessorial,-6.0,-5.27,-5.58,133.05,556.55,Zosterops grayi,LC
8247.0,Zosterops griseotinctus,Zosteropidae,Passeriformes,AVIBASE-4F0136EF,4,2,2,0,4,15.2,8.7,3.0,3.9,17.9,61.2,11.1,50.2,18.0,44.5,14.0,Updated_literature,BoW,NO,,,Forest,1,1.0,Herbivore,Omnivore,Insessorial,-11.43,-2.21,-8.44,150.63,1046.45,Zosterops griseotinctus,LC
8186.0,Zosterops griseovirescens,Zosteropidae,Passeriformes,AVIBASE-19ABB1C4,4,1,3,0,4,15.1,7.7,3.2,3.2,20.6,63.1,11.8,51.4,18.6,47.8,11.0,Dunning,,NO,,,Forest,2,1.0,Carnivore,Invertivore,Insessorial,-1.46,-1.4,-1.43,5.62,14.7,Zosterops griseovirescens,LC
8239.0,Zosterops hamlini,Zosteropidae,Passeriformes,AVIBASE-15A2A9E8,0,0,0,0,0,15.3,8.5,3.2,3.8,19.2,65.4,11.0,54.4,16.9,47.3,17.2,DataFromSplit,,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Zosterops rendovae,Forest,1,1.0,Herbivore,Omnivore,Insessorial,-6.55,-5.67,-6.03,155.16,1209.92,Zosterops hamlini,LC
8252.0,Zosterops hypolais,Zosteropidae,Passeriformes,AVIBASE-645B1F93,2,1,1,0,2,13.9,7.6,2.7,2.5,17.8,57.0,9.7,47.3,17.0,41.5,10.6,EltonTraits_GenAvg,,NO,,,Forest,2,1.0,Omnivore,Omnivore,Insessorial,9.44,9.64,9.54,138.12,97.97,Zosterops hypolais,NT
8225.0,Zosterops hypoxanthus,Zosteropidae,Passeriformes,AVIBASE-B1F46366,5,2,3,0,4,13.2,7.3,3.1,3.9,16.1,56.5,10.1,46.8,17.7,39.6,12.5,Dunning,,NO,,,Forest,2,1.0,Herbivore,Omnivore,Insessorial,-6.03,-1.96,-4.25,150.47,10062.12,Zosterops hypoxanthus,LC
8253.0,Zosterops inornatus,Zosteropidae,Passeriformes,AVIBASE-C136FA8A,5,2,3,0,5,20.1,11.1,3.8,4.3,22.0,70.1,12.3,57.8,17.6,49.4,22.9,Updated_literature,BoW,NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,-21.19,-20.67,-20.94,167.23,1159.54,Zosterops inornatus,LC
8169.0,Zosterops japonicus,Zosteropidae,Passeriformes,AVIBASE-D0E2DCAD,13,6,7,0,12,13.4,7.6,2.8,2.9,17.1,56.8,11.3,45.5,19.9,41.6,11.3,Dunning,,NO,,,Forest,2,1.0,Omnivore,Omnivore,Insessorial,-9.86,49.75,28.08,130.91,605081.06,Zosterops japonicus,LC
8181.0,Zosterops kaffensis,Zosteropidae,Passeriformes,AVIBASE-9D93363E,2,0,2,0,0,15.0,7.2,3.0,3.2,17.5,62.0,10.0,50.0,16.7,48.0,11.0,DataFromSplit,,YES,Beak Nares,Zosterops poliogastrus,Forest,1,1.0,Omnivore,Invertivore,Insessorial,6.55,9.27,7.89,36.16,59782.35,Zosterops kaffensis,LC
8184.0,Zosterops kikuyuensis,Zosteropidae,Passeriformes,AVIBASE-6483A467,4,2,2,0,4,12.7,6.6,2.5,3.0,17.0,59.4,10.2,49.2,17.1,46.8,11.0,DataFromSplit,,NO,,,Forest,1,1.0,Omnivore,Invertivore,Insessorial,-1.23,0.23,-0.37,37.41,24195.41,Zosterops kikuyuensis,LC
8201.0,Zosterops kirki,Zosteropidae,Passeriformes,AVIBASE-7ACE42C3,4,2,2,0,4,11.9,6.6,2.8,3.0,16.0,52.6,9.2,43.5,17.4,36.6,8.9,DataFromSplit,,NO,,,Forest,2,1.0,Omnivore,Invertivore,Insessorial,-11.94,-11.36,-11.66,43.34,1031.48,Zosterops kirki,LC
8211.0,Zosterops kuehni,Zosteropidae,Passeriformes,AVIBASE-E59BD52D,4,2,2,0,4,13.4,7.1,2.8,3.2,15.2,54.5,8.1,46.4,14.9,38.5,12.0,EltonTraits_Model,,NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,-3.8,-3.5,-3.65,128.14,794.7,Zosterops kuehni,LC
8182.0,Zosterops kulalensis,Zosteropidae,Passeriformes,AVIBASE-38EA4555,0,0,0,0,0,14.5,7.2,2.8,3.2,17.4,61.8,10.7,51.1,17.3,48.1,11.0,DataFromSplit,,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Zosterops poliogastrus,Forest,1,1.0,Omnivore,Invertivore,Insessorial,2.63,2.9,2.76,37.25,1014.49,Zosterops kulalensis,NT
8245.0,Zosterops kulambangrae,Zosteropidae,Passeriformes,AVIBASE-0162194D,4,1,3,0,2,14.8,8.9,3.5,3.3,17.3,61.8,10.2,51.6,16.4,41.5,10.6,EltonTraits_GenAvg,,NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,-8.83,-7.84,-8.32,157.51,4231.86,Zosterops kulambangrae,LC
8223.0,Zosterops lacertosus,Zosteropidae,Passeriformes,AVIBASE-464C12B0,1,1,0,0,1,23.4,14.0,3.7,4.9,24.6,82.0,12.6,69.4,15.4,56.0,28.0,EltonTraits_GenAvg,,NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,-10.89,-10.67,-10.76,165.88,537.14,Zosterops lacertosus,NT
8216.0,Zosterops lateralis,Zosteropidae,Passeriformes,AVIBASE-EA151AD8,22,8,14,0,10,12.7,6.8,2.8,3.1,16.4,59.0,15.2,44.8,25.3,42.2,12.7,Dunning,,NO,,,Shrubland,2,1.0,Omnivore,Omnivore,Insessorial,-52.61,-11.74,-31.53,144.58,2701109.16,Zosterops lateralis,LC
8189.0,Zosterops leucophaeus,Zosteropidae,Passeriformes,AVIBASE-9A08376E,4,2,2,0,4,14.0,7.5,3.3,3.5,19.6,67.5,13.4,54.1,19.8,50.5,14.8,Dunning,,NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,1.53,1.7,1.62,7.4,146.64,Zosterops leucophaeus,LC
8188.0,Zosterops lugubris,Zosteropidae,Passeriformes,AVIBASE-9A1A058C,5,1,4,0,4,14.6,7.5,3.2,3.8,22.5,72.8,15.1,59.4,20.3,51.0,14.8,Dunning,,NO,,,Forest,1,1.0,Herbivore,Frugivore,Insessorial,-0.01,0.42,0.24,6.61,858.53,Zosterops lugubris,LC
8242.0,Zosterops luteirostris,Zosteropidae,Passeriformes,AVIBASE-AF7F8395,3,1,2,0,3,14.9,9.1,3.6,3.6,17.1,60.0,7.7,52.3,12.8,43.3,10.6,EltonTraits_GenAvg,,NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,-8.11,-8.04,-8.07,156.8,35.16,Zosterops luteirostris,VU
8215.0,Zosterops luteus,Zosteropidae,Passeriformes,AVIBASE-5A75FDA4,7,3,4,0,4,12.8,7.2,2.8,3.2,17.3,56.1,11.0,45.6,19.4,42.6,9.7,Dunning,,NO,,,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,-26.36,-10.9,-16.68,130.11,672778.06,Zosterops luteus,LC
8199.0,Zosterops maderaspatanus,Zosteropidae,Passeriformes,AVIBASE-D33950C3,5,2,3,0,4,13.4,7.1,2.7,3.2,14.8,54.3,10.9,43.0,20.3,41.6,8.9,Dunning,,NO,,,Forest,2,1.0,Omnivore,Invertivore,Insessorial,-25.61,-9.37,-19.37,46.7,591994.01,Zosterops maderaspatanus,LC
8176.0,Zosterops mauritianus,Zosteropidae,Passeriformes,AVIBASE-25BD316A,4,1,0,3,4,12.6,6.5,2.6,2.7,17.4,54.2,11.2,43.1,20.6,41.6,8.2,DataFromSplit,,NO,,,Forest,1,1.0,Omnivore,Invertivore,Insessorial,-20.53,-19.99,-20.29,57.57,1877.21,Zosterops mauritianus,LC
8200.0,Zosterops mayottensis,Zosteropidae,Passeriformes,AVIBASE-A2DA598E,5,2,3,0,4,12.5,7.0,2.7,3.0,15.7,52.6,8.5,44.0,16.2,35.4,9.9,Dunning,,NO,,,Forest,2,1.0,Omnivore,Omnivore,Insessorial,-13.0,-12.66,-12.82,45.15,362.32,Zosterops mayottensis,LC
8190.0,Zosterops mbuluensis,Zosteropidae,Passeriformes,AVIBASE-086290D2,0,0,0,0,0,14.5,7.2,2.8,3.2,17.4,61.8,10.7,51.1,17.3,48.1,11.0,DataFromSplit,,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Zosterops poliogastrus,Forest,1,1.0,Omnivore,Invertivore,Insessorial,-4.5,-2.39,-3.38,36.1,12808.6,Zosterops mbuluensis,LC
8227.0,Zosterops meeki,Zosteropidae,Passeriformes,AVIBASE-11AF29B9,2,1,1,0,2,13.2,7.3,3.0,3.5,16.1,57.8,10.3,47.4,17.9,42.5,9.0,EltonTraits_Model,,NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,-11.66,-11.32,-11.51,153.47,813.98,Zosterops meeki,NT
8178.0,Zosterops melanocephalus,Zosteropidae,Passeriformes,AVIBASE-2F6AB5CF,5,2,3,0,4,14.4,7.5,3.1,2.9,20.4,62.8,12.8,49.7,20.4,45.5,10.9,Dunning,,NO,,,Forest,2,1.0,Omnivore,Invertivore,Insessorial,4.12,4.31,4.21,9.17,148.5,Zosterops melanocephalus,NT
8213.0,Zosterops melanurus,Zosteropidae,Passeriformes,AVIBASE-92519EB6,0,0,0,0,0,12.7,6.9,2.9,2.8,14.9,51.8,10.7,40.9,20.7,35.3,8.6,DataFromSplit,,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Zosterops palpebrosus,,1,1.0,Omnivore,Omnivore,Insessorial,-8.85,-5.88,-7.34,110.16,132378.12,Zosterops melanurus,VU
8238.0,Zosterops metcalfii,Zosteropidae,Passeriformes,AVIBASE-B5C21FAF,5,2,3,0,4,13.9,7.9,3.1,3.4,16.6,55.8,6.8,48.6,12.3,42.7,14.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-9.21,-5.01,-6.83,156.61,16906.0,Zosterops metcalfii,LC
8168.0,Zosterops meyeni,Zosteropidae,Passeriformes,AVIBASE-4F96B6A7,4,2,1,1,4,13.1,6.9,2.8,2.9,15.3,52.0,9.9,42.1,19.0,40.5,10.0,Dunning,,NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,11.83,22.68,15.68,121.37,105626.26,Zosterops meyeni,LC
8226.0,Zosterops minor,Zosteropidae,Passeriformes,AVIBASE-F2D16DB6,4,2,2,0,4,13.1,7.2,3.1,3.2,15.2,56.1,12.9,43.2,22.9,38.6,11.1,Dunning,,NO,,,Forest,1,1.0,Omnivore,Invertivore,Insessorial,-5.8,-1.67,-3.84,140.49,82133.23,Zosterops minor,LC
8258.0,Zosterops minutus,Zosteropidae,Passeriformes,AVIBASE-2BABE802,4,2,2,0,4,13.3,7.7,2.6,3.1,17.7,53.4,10.3,43.0,19.3,43.6,8.3,Updated_literature,BoW,NO,,,Forest,2,1.0,Omnivore,Invertivore,Insessorial,-21.19,-20.67,-20.94,167.23,1159.54,Zosterops minutus,LC
8198.0,Zosterops modestus,Zosteropidae,Passeriformes,AVIBASE-FDCF5A86,4,1,3,0,4,13.7,7.5,3.2,3.5,17.5,58.0,9.8,48.1,17.0,39.8,12.8,Dunning,,NO,,,Woodland,2,1.0,Omnivore,Omnivore,Insessorial,-4.75,-4.38,-4.58,55.53,8.91,Zosterops modestus,VU
8172.0,Zosterops mouroniensis,Zosteropidae,Passeriformes,AVIBASE-7BB0A730,4,2,2,0,4,13.1,6.7,3.0,2.7,19.0,64.4,14.3,50.1,22.2,46.5,9.9,Dunning,,NO,,,Shrubland,2,1.0,Herbivore,Frugivore,Insessorial,-11.8,-11.69,-11.75,43.36,71.7,Zosterops mouroniensis,NT
8246.0,Zosterops murphyi,Zosteropidae,Passeriformes,AVIBASE-80532212,4,2,2,0,4,17.6,10.4,3.6,3.8,19.3,66.0,15.1,51.0,22.8,44.5,10.6,EltonTraits_GenAvg,,NO,,,Forest,1,1.0,Omnivore,Invertivore,Insessorial,-8.0,-7.9,-7.96,157.07,111.58,Zosterops murphyi,LC
8228.0,Zosterops mysorensis,Zosteropidae,Passeriformes,AVIBASE-AABD6DAF,1,0,0,1,1,10.4,7.4,4.1,3.6,17.4,59.0,15.7,43.3,26.6,37.5,15.0,Updated_literature,BoW,NO,,,Forest,1,1.0,Omnivore,Invertivore,Insessorial,-1.2,-0.63,-0.92,135.87,2311.92,Zosterops mysorensis,NT
8248.0,Zosterops natalis,Zosteropidae,Passeriformes,AVIBASE-21DB781C,5,2,3,0,4,14.7,8.1,3.1,3.1,19.9,59.9,10.9,48.5,18.4,49.6,10.0,Dunning,,NO,,,Forest,2,1.0,Herbivore,Omnivore,Insessorial,-10.58,-10.42,-10.49,105.64,137.18,Zosterops natalis,LC
8207.0,Zosterops nehrkorni,Zosteropidae,Passeriformes,AVIBASE-73789C73,1,0,1,0,1,12.1,7.8,2.9,3.0,16.9,56.4,9.1,47.3,16.1,43.9,10.0,Dunning,,NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,3.48,3.54,3.51,125.54,15.25,Zosterops nehrkorni,CR
8161.0,Zosterops nigrorum,Zosteropidae,Passeriformes,AVIBASE-6A7982E0,4,2,2,0,4,13.2,7.4,3.0,2.8,15.3,52.4,8.9,43.5,17.0,37.8,7.3,Dunning,,NO,,,Forest,1,1.0,Omnivore,Invertivore,Insessorial,9.04,19.0,14.78,121.69,141165.47,Zosterops nigrorum,LC
8240.0,Zosterops novaeguineae,Zosteropidae,Passeriformes,AVIBASE-559F03D2,5,1,3,1,4,11.8,6.8,2.8,3.0,15.2,54.6,9.2,43.5,17.4,36.4,12.5,Dunning,,NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,-10.3,-0.85,-7.24,144.42,103133.53,Zosterops novaeguineae,LC
8231.0,Zosterops oleagineus,Zosteropidae,Passeriformes,AVIBASE-78540AAF,2,1,1,0,2,17.5,10.2,3.3,3.5,19.5,69.8,11.4,58.4,16.4,45.5,10.6,EltonTraits_GenAvg,,NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,9.44,9.64,9.54,138.12,97.97,Zosterops oleagineus,NT
8174.0,Zosterops olivaceus,Zosteropidae,Passeriformes,AVIBASE-769F157D,4,0,1,3,4,13.9,7.8,2.5,2.6,18.0,57.2,12.8,44.5,22.3,42.8,9.1,Dunning,,NO,,,Forest,1,1.0,Herbivore,Nectarivore,Insessorial,-21.37,-20.86,-21.12,55.54,2541.14,Zosterops olivaceus,LC
8196.0,Zosterops pallidus,Zosteropidae,Passeriformes,AVIBASE-6AA90803,8,4,4,0,4,11.9,5.9,2.6,2.8,16.7,56.6,11.7,44.9,20.7,46.5,11.1,Dunning,,NO,,,Shrubland,3,1.0,Omnivore,Omnivore,Insessorial,-30.93,-17.07,-27.16,21.89,420000.76,Zosterops pallidus,LC
8170.0,Zosterops palpebrosus,Zosteropidae,Passeriformes,AVIBASE-0BD6646B,16,3,13,0,13,12.7,6.9,2.9,2.8,14.9,51.8,10.7,40.9,20.7,35.3,8.6,Dunning,,NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,5.92,35.84,22.22,90.83,6382482.99,Zosterops palpebrosus,LC
8180.0,Zosterops poliogastrus,Zosteropidae,Passeriformes,AVIBASE-A2ED4AA2,6,3,3,0,2,14.5,7.2,2.8,3.2,17.4,61.8,10.7,51.1,17.3,48.1,11.0,Dunning,,NO,,,Forest,1,1.0,Omnivore,Invertivore,Insessorial,4.62,15.78,9.44,38.77,324865.26,Zosterops poliogastrus,LC
8234.0,Zosterops ponapensis,Zosteropidae,Passeriformes,AVIBASE-333A34AF,0,0,0,0,0,14.3,10.0,2.8,3.1,17.1,61.0,11.4,54.2,17.4,35.0,11.2,DataFromSplit,,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Zosterops cinereus,Forest,2,1.0,Herbivore,Omnivore,Insessorial,6.79,6.98,6.88,158.23,342.88,Zosterops ponapensis,LC
8230.0,Zosterops rendovae,Zosteropidae,Passeriformes,AVIBASE-0EBC5ED7,4,2,2,0,3,15.3,8.5,3.2,3.8,19.2,65.4,11.0,54.4,16.9,47.3,17.2,Dunning,,NO,,,Forest,1,1.0,Herbivore,Omnivore,Insessorial,-10.77,-9.4,-9.92,160.77,3011.81,Zosterops rendovae,LC
8260.0,Zosterops rennellianus,Zosteropidae,Passeriformes,AVIBASE-2B007EF1,4,2,2,0,4,15.6,9.1,3.3,3.8,19.4,61.4,9.5,51.9,15.4,48.2,14.5,Updated_literature,BoW,NO,,,Forest,1,1.0,Omnivore,Invertivore,Insessorial,-11.88,-11.46,-11.68,160.31,669.69,Zosterops rennellianus,LC
